baitName	baitID	ENSEMBL_GENEID	baitChr	baitStart	baitEnd	MacMon	MK	nCD4	Ery	Neu
CCAR2	713823	ENSG00000158941	8	22472817	22479812	29.1577158071312	24.8764118827772	38.885784318953	23.4317947160345	25.2210461137963
CCDC148-AS1	377951	ENSG00000227480	2	159022782	159028219	6.83417511532159e-07	5.50646225606e-07	7.96315790662306e-07	4.65056863680181e-07	2.35934072056033e-06
CCDC42	280485	ENSG00000161973	17	8645439	8656702	0.00158054871099299	0.00183122532542658	0.0197845785109219	0.000489010717597952	0.00331707738062726
CD274	752198	ENSG00000120217	9	5450404	5453647	4.59369180421211	15.913853839894	1.35680238268761	1.73059857997085	18.4996737153896
CDK15	391849	ENSG00000138395	2	202650409	202660431	0.008238695944116	0.0616530059163735	0.00950600801310964	1.09194045631136	0.033276920818525
CDK19	643324	ENSG00000155111	6	111134319	111139402	8.27827924824301	16.3041015860869	3.20132325706053	6.25589268177819	59.7380283986974
CENPP	773147	ENSG00000188312	9	95083960	95094668	0.561040000725156	1.91112238808362	0.614865462458113	2.72749566306996	0.0764306725056245
CEP128	228971	ENSG00000100629	14	81423733	81432405	1.73691718635367	4.73197836419904	3.45902321760238	7.32229533114223	1.92776573225099
CHRD	492412	ENSG00000090539	3	184089813	184100052	0.143330052940928	0.0218635015989707	0.027116679578199	0.0362110430025469	0.118594632817269
COL11A1	28262	ENSG00000060718	1	103573294	103579205	0.00972331949680966	0.0878966758165514	0.00991666347172313	0.00736117176765758	0.0365654603367846
CRB2	782163	ENSG00000148204	9	126112586	126119752	0.0157291524311139	0.00876726868563175	0.000431294240662102	0.187226502579398	0.00502613465802584
CSMD3	741283	ENSG00000164796	8	114447478	114453831	0.00504711360558528	0.00646684693045372	0.00542746824039274	0.00380594427583643	0.023940525715948
CTC-321K16.1	597149		5	134891687	134897812					
CTC-432M15.3	596188	ENSG00000273217	5	131132045	131146387					
CTC-558O19.1	584343		5	94311836	94319024					
CTD-2284J15.1	732783		8	87346737	87357461					
CTD-2384B11.2	578531		5	76010304	76013194					
CTDSPL	448456	ENSG00000144677	3	37889807	37904998	4.54999319633226	74.2892834053474	0.387591188451252	4.86457254587679	0.702783245763348
CTHRC1	738050	ENSG00000164932	8	104380396	104385385	0.00700577139539096	0.1187118727193	0.0139679985619533	0.0315875838622851	0.00935008577225808
CTTNBP2	695427	ENSG00000077063	7	117511042	117514738	0.0803139204184076	34.7956846184388	0.022508972807177	4.45293686718989	0.0762344978696684
CXCL2	517915	ENSG00000081041	4	74964374	74967508	4.0580309834978	115.548848798819	0.0105895749421437	6.37955820853957	2.72244774160248
CYR61	22565	ENSG00000142871	1	86045765	86049108	0.000112378530196253	0.721276615842473	0.00163571500575483	0.646990090060931	0.000313134763717852
DAAM1	222623	ENSG00000100592	14	59653607	59659120	2.76681405819346	96.8167523271972	3.29689953558593	11.3480264601855	0.612647194469067
DDX39B	619743	ENSG00000198563	6	31509720	31511142	64.7957932386718	78.4119788553471	75.6410210237419	64.8342393374075	129.4183574313
DDX39B-AS1	619743	ENSG00000228245	6	31509720	31511142					
DENND5A	104665	ENSG00000184014	11	9286200	9295054	36.1874692038574	6.23638096479181	47.6087940042571	12.0845025250898	488.564581461843
DGKH	187891	ENSG00000102780	13	42615556	42623900	2.1088015583843	4.48064364652809	2.33229145681941	0.572658829063822	0.233018622183173
DKK1	78929	ENSG00000107984	10	54071909	54076116	0.00245277863006543	2.59679685639117	0.00677273688023481	0.107326074706432	0.00839819620536631
DLX1	382424	ENSG00000144355	2	172946170	172950208	0.00693367412839872	0.151139056878778	0.00683201922977071	0.0174064204167811	0.0215383289154249
DMAP1	9971	ENSG00000178028	1	44678697	44684308	5.9104193990458	6.4897675095923	13.2327192300974	6.66492598570579	6.60598997368434
DPAGT1	137035	ENSG00000172269	11	118962934	118972931	7.86054732035808	5.45033299717243	4.42355531276678	6.36509303558895	0.938116315766188
DPYSL5	339670	ENSG00000157851	2	27068597	27073199	0.00396152816059103	0.0026978414388929	0.00316192263425937	0.00231723375580303	0.0136304009175
DUPD1	85588	ENSG00000188716	10	76813819	76818388	0.00326440574613759	4.80819790583698e-07	9.03122613773335e-07	7.98160484475173e-07	2.94113779042477e-06
DUSP13	85598	ENSG00000079393	10	76857907	76874214	1.09924938651391	0.0237929341669233	0.0151605668570975	0.0284103673938104	1.27165359254381
EIF4G2	105104	ENSG00000110321	11	10822742	10825488	222.232227360993	230.813503558257	103.322353029708	135.856454764	273.278957253663
ELOVL3	93470	ENSG00000119915	10	103980620	103986275	0.161078960604967	0.0171061033267801	3.31721522440929e-07	0.0368715085810967	0.000728282751109857
EVA1C	425622	ENSG00000166979	21	33778818	33787436	0.134605255406972	4.84289834868962	2.94812202860332	0.912439815468744	0.0566258455851089
F2R	578531	ENSG00000181104	5	76010304	76013194	0.0688822188030054	228.961387058931	0.327938559140591	10.5234789219932	0.134731716605098
FAM131C	3456	ENSG00000185519	1	16395667	16408325	8.16973687916206e-05	0.000253320950844295	0.000116706303234539	0.000536842312756441	0.000218675603077366
FAM13B	597937	ENSG00000031003	5	137387520	137390637	18.0033209418856	15.8391814229554	16.124159578522	10.9851443747394	53.1229378318576
FAM214A	244995	ENSG00000047346	15	52969845	52972231	7.41518649663318	8.02937512368026	24.5779264701014	10.2099103205737	66.5338098847417
FAM222A-AS1	175153	ENSG00000255650	12	110205640	110213215	0.000966378064676773	0.000704698885286575	0.000837405188999838	0.00464787036016927	0.00293522073890578
FAM78A	783831	ENSG00000126882	9	134151117	134156687	12.7937929373245	19.1690444021873	18.5516037744913	9.22372388998238	7.99271288969101
FAT4	534735	ENSG00000196159	4	126235067	126240622	0.000388287575888405	1.58244856774644	0.0174351585025963	0.0561195438807461	0.00161011485789956
FBXO43	737100	ENSG00000156509	8	101148443	101164371	0.0569630078570062	0.969865807867579	0.0456440277320186	1.18660744452184	0.203056464008429
FNIP1	596188	ENSG00000217128	5	131132045	131146387	15.8765280173114	39.5592694833203	8.94162636052746	22.1523558255601	121.250518877257
FOXC2	278067	ENSG00000176692	16	86591953	86603239	7.88158567037076e-07	5.61067256133483e-06	1.12679582308003e-06	2.80973310836954e-07	1.42285858856636e-06
FOXF2	610881	ENSG00000137273	6	1387542	1391564	4.19668856538863e-07	1.37234692505291e-07	2.37058827849595e-07	1.40598693300386e-07	7.78664568287883e-07
FOXL2	477941	ENSG00000183770	3	138663575	138667892	4.72827658376621e-07	0.018257975279533	1.83771994540377e-07	1.03783778870396e-07	7.01672011477044e-07
FOXN3	231676	ENSG00000053254	14	89882303	89884657	17.3625323446838	10.7816617758814	37.7855778764758	13.4734872716443	114.488189173576
FOXN3-AS1	231676	ENSG00000258920	14	89882303	89884657	1.51724293085318	0.327024356507561	0.0888802778226868	0.712333483621256	0.569180286003819
FRAS1	519239	ENSG00000138759	4	78978488	78980676	0.00364489120264447	0.0714257645900876	0.00724346925969956	0.0210093825834511	0.0121145641057372
FRY	184670	ENSG00000073910	13	32604928	32607989	2.91923687413702	4.6941483786448	1.87833734045848	2.37163324009846	99.2433111651489
FRY-AS1	184670	ENSG00000237637	13	32604928	32607989	0.0367700367368109	0.124082746415591	0.0323145638289509	0.0455232929363347	1.36108047612656
FTL	330168	ENSG00000087086	19	49468060	49469882	11250.8881227521	950.847197350541	305.118047332851	2710.8536076483	4874.62671495283
FZD6	738028	ENSG00000164930	8	104310067	104311835	0.353893298122623	5.89729265682866	0.89179971368848	3.05340954130349	0.0174774956094188
GADD45A	16704	ENSG00000116717	1	68149975	68154776	3.86946686918014	26.3848515500412	2.32355186718477	67.9307530384826	10.8820642475384
GDNF	566708	ENSG00000168621	5	37833945	37841853	0.00821907006745024	0.00750014224370199	0.00867444651198392	0.0094501832006583	0.0292875543513622
GDNF-AS1	566708	ENSG00000248587	5	37833945	37841853	0.000416523278653536	0.000791442527987271	0.00054900253013651	0.000259465671460623	0.00133610079384318
GFOD1	614457	ENSG00000145990	6	13485704	13486770	4.01163015877131	15.906429107341	0.278863564516549	2.36970114644289	0.893027753748508
GFOD1-AS1	614457	ENSG00000237786	6	13485704	13486770	8.16656113639969e-06	0.00161266053209908	2.65482317076236e-06	1.49422011214701e-06	7.88391873347135e-06
GLMN	24779	ENSG00000174842	1	92764068	92764836	3.35299513125923	2.54817319216492	6.58227211630597	3.53374723881006	1.24821277982083
GNAI1	683974	ENSG00000127955	7	79761339	79763416	0.384889398592263	12.8176958853442	0.806032797724247	2.52214277725048	0.0596155797631886
GOLT1A	51332	ENSG00000174567	1	204176179	204183485	0.0033340570825447	0.000704201073988346	0.107819013572354	0.000170968513268083	0.000644968059712597
GPR137B	60578	ENSG00000077585	1	236302483	236306046	14.8716346243656	3.43836719885576	1.30900900625781	0.898537622246987	0.29556441586369
GPR88	27405	ENSG00000181656	1	101000525	101008738	5.65949395173979e-05	0.0491738503960698	0.0115827308743697	0.00474150277989074	0.00073577552680707
GUCY1B3	544481	ENSG00000061918	4	156676321	156683782	0.87518871628262	107.081836996899	0.0395379717845289	3.59809251699632	0.0113919660431791
H2AFX	137035	ENSG00000188486	11	118962934	118972931	4.08085722691609	14.9403166442433	1.08914650563113	66.4449542104526	1.17853359794838
HERC1	248396	ENSG00000103657	15	64111700	64129409	26.9374306452325	58.4652975456052	59.0473693526832	64.6616861188623	85.2947661888389
HERC3	522672	ENSG00000138641	4	89438088	89457263	13.913059122822	7.53601384062886	30.0806615591369	7.48300050547987	163.916303339972
HFE2	34276	ENSG00000168509	1	145411681	145413459	0.0026778576009188	0.00302582965357255	0.00237543723893006	0.00364956917956033	0.012907774477094
HLA-DOB	620010	ENSG00000239457	6	32780977	32788956					
HLA-DRA	619900	ENSG00000204287	6	32405593	32409533	303.291386624746	8.68279406595423	2.34217853040703	170.518509107807	11.2114061502706
HMBS	137035	ENSG00000256269	11	118962934	118972931	2.89667303398749	1.98233023789092	1.6737328427092	158.241737607257	0.212682059872939
HOXA-AS3	669610	ENSG00000254369	7	27169429	27171023	0.0028697753138637	0.00229219984208779	0.00364944105825819	0.0194653142954907	0.0239992861988394
HOXA3	669614	ENSG00000105997	7	27181769	27195103	0.0165846049096481	0.0153955009329106	0.0229865157242265	0.105574211020996	0.099360444140735
HOXA4	669610	ENSG00000197576	7	27169429	27171023	0.0268835275110447	0.119475976719101	0.00342328381815971	0.0267102964962388	0.0349880129877037
HOXA5	669614	ENSG00000106004	7	27181769	27195103	0.233688106940573	0.02751932961521	0.0195061347985216	0.170793312674911	0.215034397236232
HOXA6	669614	ENSG00000106006	7	27181769	27195103	0.00091772817403712	0.00871203427213467	0.0457648015774654	0.0856684084079543	0.00319274558332365
HOXD9	383597	ENSG00000128709	2	176985034	176991384	0.000164067587574179	0.000180518620269132	0.000709114352199111	0.000106380193324417	0.00112068466041222
HS3ST1	499031	ENSG00000002587	4	11427959	11431851	0.123310004737141	0.000974012299940186	0.00205294997537917	0.0116591249114598	0.00206026980048241
HSPA1A	619788	ENSG00000204389	6	31779405	31785889	53.7035748994554	49.1108525810344	2.9964851710955	67.5412720394841	362.699965825241
HSPA1L	619788	ENSG00000204390	6	31779405	31785889	0.557067524272845	0.400960259747976	1.93398712952629	0.388245405322159	3.2061242510054
IFRG15	43955		1	179834057	179835407					
IFT27	434047	ENSG00000100360	22	37171394	37172435	7.83636101989788	10.0692212882444	4.82503863572078	7.10130697895039	2.02751955544982
IGF1	173092	ENSG00000017427	12	102873598	102880266	0.0162664126049551	0.0159807038682036	0.01231388849299	0.0216760752142664	0.0310823840998778
IGSF10	481958	ENSG00000152580	3	151176049	151177823	0.0940094016112957	0.0938469552259933	0.00407693924217411	0.0920541165635996	0.0429599537623619
INPP5A	102201	ENSG00000068383	10	134350253	134353660	3.53317854798686	25.0336279883794	6.69209843360343	3.61213441619621	36.8528551117923
INSRR	36919	ENSG00000027644	1	156828053	156831113	9.32245891561047e-08	3.12805247521046e-06	0.000300824804404313	0.00973131589081476	5.75422910771883e-06
INTS3	36308	ENSG00000143624	1	153721604	153725018	7.95362141432524	8.04121378870417	9.38709845895053	8.70296566535133	36.9693358864953
IRX3	269331	ENSG00000177508	16	54316961	54323196	0.00079080793781448	3.80364584832829	0.000810946269794878	0.0563320771915099	0.0030093585367449
ITGA6	382523	ENSG00000091409	2	173282693	173294593	7.88922179957839	193.269716320403	144.426032713908	4.14844617574564	1.28968950227937
KB-1639H6.4	737969		8	104131911	104133419					
KCNA2	30494	ENSG00000177301	1	111171739	111176704	0.0441417388669363	0.00625425471280605	0.313194771804697	0.00110835188941711	0.00502032923774936
KCNC1	107277	ENSG00000129159	11	17753298	17757101	0.000808641504317209	0.00107415608871167	0.000927329824599183	0.00142047898431065	0.00256053685459927
KCNK9	749519	ENSG00000169427	8	140702973	140718568	0.00744212567194095	0.0155062316674579	0.0111863330652549	0.00686879800215911	0.030434981668193
KIAA0020	751373	ENSG00000080608	9	2842364	2846028	7.97545308220161	9.50400580935581	14.6249100425487	11.2307308710401	0.317301120851102
KIAA1468	315034	ENSG00000134444	18	59852263	59856283	15.1080192966204	21.2599149805811	24.1442798338813	9.3725372934458	51.2328146447472
KIAA1614	44253	ENSG00000135835	1	180874955	180883137	0.0546534959999818	0.278066136420347	0.031908431051128	0.0858390582809939	0.142102463865105
KIF26B	63323	ENSG00000162849	1	245316418	245321109	0.00512493105467605	0.247428665316749	0.00164278672301639	0.0151871416784017	0.00178595898374463
KLHL24	492232	ENSG00000114796	3	183353058	183358200	20.1112318976561	19.1063366257086	34.4648509676152	23.9944810738672	69.828460230101
KLHL3	597834	ENSG00000146021	5	137066436	137075668	0.513495429035797	0.333897141574384	8.58672573965135	0.158760873137301	0.181397067914709
KLHL6	492212	ENSG00000172578	3	183269400	183277960	18.815755379803	18.9501789332908	16.3043997085755	4.40116310768991	11.0652099997882
KRIT1	687868	ENSG00000001631	7	91872667	91876695	10.4338305038865	16.6863892788089	19.7018244309146	16.1298057397008	8.86448722242179
KRTAP3-1	287362	ENSG00000212901	17	39164568	39165742	0.000164153563279228	0.000135653512394732	0.000158668449227362	0.000115823723072343	0.000619501474652918
LEKR1	483720	ENSG00000197980	3	156536810	156548111	0.2735649655731	0.615095774262151	1.00439823613541	0.359103313215076	0.161200640352768
LGALS8	60687	ENSG00000116977	1	236684384	236690335	37.0471841965661	40.5989974873845	32.9612866886187	41.7109568567192	60.7212988393944
LGALS8-AS1	60687	ENSG00000223776	1	236684384	236690335	0.106045069032311	0.263767839263941	0.0413385930952013	0.267100402657526	0.542689909738519
LHX2	782356	ENSG00000106689	9	126768067	126775500	0.0138271295565739	0.00103490398350751	0.00123437870564492	0.0028583202514773	0.00432310583916529
LRBA	542891	ENSG00000198589	4	151499146	151505938	6.20184478155763	60.256877016342	28.3463632681506	33.3115388390622	1.45722695041246
LTBP1	341341	ENSG00000049323	2	33170204	33173878	0.0469030309876147	327.01848789597	0.0934988625653614	25.0535077745756	0.232944933375786
LYRM2	636749	ENSG00000083099	6	90345657	90349111	20.3511032980436	12.9278863042792	10.1753308031082	12.2113866527559	3.78648155300521
MAB21L2	542891	ENSG00000181541	4	151499146	151505938	0.000122893677795822	1.35488806063841e-05	0.00012517988716654	0.0121434402592351	3.02571654738642e-06
MAP3K5	651672	ENSG00000197442	6	137107548	137118873	19.1240516815678	35.504165958521	5.91380821641802	5.71551180917799	82.591668449311
MAP7	651598	ENSG00000135525	6	136868597	136874843	1.55514358119008	1.93474984787469	0.23468311236713	0.428671601291973	4.12016546306952
MCTP1	584343	ENSG00000175471	5	94311836	94319024	29.2449953493839	57.4661861120504	0.813983683648922	6.610497056217	102.335430486819
MCTP2	256513	ENSG00000140563	15	94773058	94782077	1.99770040389689	18.8762284011655	4.81957134802188	8.68753160307776	374.586093735602
MDM2	162084	ENSG00000135679	12	69199429	69206632	50.3436706552704	42.5542631074725	19.7076865956365	79.9445963116479	104.45585307109
MED12L	481837	ENSG00000144893	3	150801268	150805258	0.037275600148208	105.532262009583	0.0952612051201238	6.9214400566295	1.3952570340021
MEIS1	351681	ENSG00000143995	2	66655565	66660927	0.119077106713491	121.07821082056	0.187310332070298	4.35260209338704	0.284934146367183
MEIS1-AS3	351681	ENSG00000226819	2	66655565	66660927	7.56838893096843e-07	1.96703796235931e-05	6.28647589804162e-07	5.76375688807869e-07	2.64956774084229e-06
MEST	699303	ENSG00000106484	7	130123397	130131393	0.332852561374565	147.560762564319	1.6208229144649	6.80745849536311	0.146545225630265
METTL13	41414	ENSG00000010165	1	171750038	171751187	8.08078495271668	5.43072897173664	3.57181007876551	11.2773788616727	2.4115096256149
MEX3B	253171	ENSG00000183496	15	82335167	82338934	0.75041879112361	3.20225966913835	0.032062653041517	1.64064810319913	0.00017473779045462
MFAP3L	549050	ENSG00000198948	4	170949886	170955810	0.155601869700694	35.511859361234	0.361911523287401	12.9266858951266	1.70692963836719
MIR1203	288883	ENSG00000221739	17	46229768	46240679	4.32073047932621e-05	3.0096250578717e-05	3.86920073439812e-05	2.55619369361533e-05	0.000139534747028498
MIR1255B1	684583	ENSG00000223770	7	81638222	81640005	5.207726401682e-05	5.41200069563448e-05	5.26389084213953e-05	4.18796239448577e-05	0.000222892768205361
MIR1256	4528	ENSG00000221808	1	21314908	21317537	2.16637570996849e-05	0.00057634624420313	2.04471406281112e-05	1.64208916727145e-05	0.000296117678732247
MIR1538	273594	ENSG00000223109	16	69598402	69613977	8.83839267439178e-05	6.37271442703372e-05	7.48671754989622e-05	8.46766095099979e-05	0.000248408627429372
MIR4470	724955	ENSG00000264408	8	62623674	62630513	5.74373695499274e-05	4.37954792464775e-05	5.71181426074719e-05	6.56140209176407e-05	0.000241788221274322
MIR497HG	280143	ENSG00000267532	17	6920166	6924142	0.00416049136256383	0.00548223018474109	0.000752483673563425	0.0142091926891982	0.00677637744909011
MIR548Q	67956	ENSG00000221331	10	12765351	12772891	3.73619952445016e-05	2.70027109135974e-05	2.77375766074128e-05	1.99894454471245e-05	0.000119224971401662
MIR555	36637	ENSG00000207720	1	155313410	155317418	3.49377305971581e-05	3.07382333326242e-05	3.25320025967676e-05	2.82446598146294e-05	9.90653137221692e-05
MIR614	145320	ENSG00000207817	12	13063501	13074579	3.71236420188373e-05	4.59091265052309e-05	3.93417206577212e-05	2.63204027031829e-05	0.000121539159349949
MIR620	176678	ENSG00000207967	12	116585001	116588581	3.80799080632322e-05	3.65323169655025e-05	3.30118157406042e-05	3.11092252369781e-05	0.000110948066706106
MIR7-2	255054	ENSG00000207703	15	89154319	89157942	2.8111726307669e-05	1.80282011997876e-05	2.22182006064932e-05	1.9770766486498e-05	9.71138161368072e-05
MRPS28	730806	ENSG00000147586	8	80939653	80943497	20.2751548539182	11.9797378148175	13.7455652135112	16.1160206497591	1.56110404940857
MYCN	336539	ENSG00000134323	2	16072331	16091526	3.04728592271565e-07	1.65150562836315	0.0043744969097673	0.273101529132451	7.42372982729326e-07
MYCNOS	336539	ENSG00000233718	2	16072331	16091526	0.00573631531022212	0.0918455767202598	0.00476057172414079	0.0123570793755522	0.0213392863298363
MYOM1	298619	ENSG00000101605	18	3210222	3220746	0.31456870004818	21.4833891862798	1.57059042754183	0.514841855924118	1.57625187042001
NDST4	531333	ENSG00000138653	4	116033940	116035963	0.000240206244579702	0.000218870580498469	0.000256520363193015	0.000191244823679628	0.00091117509662972
NEK5	191031	ENSG00000197168	13	52694382	52706050	0.148570744516629	0.221707878523006	0.188223628862686	0.164047763722336	1.18841776029794
NELL2	155246	ENSG00000184613	12	45312160	45318276	0.0629099017727744	0.0258740012771484	94.9751228111569	0.169290238188087	0.138284431193554
NETO2	267281	ENSG00000171208	16	47173399	47182303	5.6905145924796	0.864229725555889	0.0776646556111978	33.1458940306605	0.374732261813559
NF1	285044	ENSG00000196712	17	29701174	29707014	7.88688487614911	11.4272026144204	9.26271768557179	13.3517017502154	28.8479052107081
